simulations	assembly	seed	clusterer	adj_rand_index	purity	adj_mutual_info	homogeneity	completeness	v_measure	n_clusters	n_singletons	n_pairs	st	c	runtime
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panx	0.9978796543041502	0.9977624463919448	0.9984238959369979	0.9998677125051022	0.9993110215973564	0.9995892895432104	1519	1015	7	aa	0.9	707.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panaroo	0.0007067654043620038	0.9573363012428121	0.001827108754497727	0.7523626680397372	0.7431494970353041	0.7477277034571163	1625	1039	40	aa	0.95	29.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	cdhit	0.000691841432221464	1.0	0.001816150514307512	0.7393271966266588	0.7398550819632274	0.7395910451000177	1518	1016	4	nt	0.8	16.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panta	0.9797185292709387	0.9758049506793225	0.9873846023755251	1.0	0.9935357663963822	0.9967574027451221	1562	1019	22	aa	0.95	7.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	mmseqs2	0.0006200722410625135	1.0	0.0016336180003143112	0.7380861102766765	0.7395036188737935	0.7387941846400057	1507	1005	5	aa	0.5	3.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	cdhit	0.0007197442602399068	1.0	0.0018990760509217776	0.7375597568152175	0.739422128088858	0.738489768291814	1504	1001	8	aa	0.6	0.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panaroo	0.0006448647211532475	1.0	0.0016910311592883071	0.7400029482216698	0.7400029482216697	0.7400029482216698	1525	1024	2	aa	0.8	30.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	cdhit	0.0006615262050474713	0.9922092376182526	0.0017312673876282104	0.7418197751803055	0.7404744612169853	0.7411465077025592	1539	1025	10	aa	0.9	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	cdhit	0.0006968560022658747	0.9981450565757745	0.0018284774053020179	0.7399357030900204	0.7400133984492007	0.7399745487301591	1524	1020	4	aa	0.85	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panta	0.9997218907655574	0.9996277684719895	0.9997806485497609	1.0	0.9998854968669885	0.9999427451555648	1516	1015	3	aa	0.85	7.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	mmseqs2	0.0006447779520283189	0.9998145056575775	0.0016908398589241273	0.7399990450982618	0.7400019334171299	0.7400004892548774	1525	1024	2	nt	0.85	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	mmseqs2	0.0007448821353136788	0.9656835466518271	0.0019296602649944378	0.750454770108003	0.742692282653356	0.7465533487928886	1611	1051	33	aa	0.95	2.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	diamond	0.000707021403785085	0.994991652754591	0.0018524163042054822	0.7408839329328808	0.7402597177976963	0.7405716938302632	1530	1018	9	aa	0.9	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	mmseqs2	0.0006957448387570384	0.9827490261547023	0.0018136874521648234	0.7455672268353909	0.7414416389802905	0.7434987098501169	1574	1045	19	nt	0.95	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	connected_components_t0.1	0.7127979674671961	0.7206455203116305	0.7862227797436605	1.0000000000000002	0.9158584836917799	0.9560815597684008	2580	1884	166	nt	0.9	204.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	connected_components_t0.2	0.9052653121123112	0.8933407531070302	0.9328300526863349	1.0000000000000002	0.9682385686970775	0.9838630175182739	1853	1227	65	nt	0.9	204.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	connected_components_t0.3	0.9596889415281405	0.9534409200519384	0.9734516222930779	1.0	0.9867050086013159	0.9933080193883218	1642	1072	33	nt	0.9	204.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	connected_components_t0.4	0.9836938115384263	0.9792246336486737	0.9886413799761079	1.0	0.9941834509710542	0.9970832427547658	1577	1041	22	nt	0.9	204.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	connected_components_t0.5	0.992368514798447	0.989983305509182	0.9945234479292479	0.9999062786869385	0.997262767054807	0.9985827733560372	1549	1029	15	nt	0.9	204.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	connected_components_t0.6	0.9957932332763186	0.9948061584121685	0.9972129740549186	0.9999062786869385	0.9986472151449446	0.9992763503188508	1535	1023	6	nt	0.9	204.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	connected_components_t0.7	0.9966725018791351	0.9988870339454646	0.9982392652846702	0.9994638477858161	0.9996187043799049	0.9995412700849678	1525	1021	5	nt	0.9	204.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	hdbscan_dist	0.9557624247795767	0.9855314412910406	0.9716480730295832	0.9883403240109342	0.9966300772738581	0.9924678905582973	1421	914	0	nt	0.9	3.226
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	hdbscan_tsne	0.7827706373547284	0.9749582637729549	0.8574456865062312	0.9212041665726606	0.9937800930900389	0.9561168534855318	659	119	0	nt	0.9	16.144
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	hdbscan_umap	0.7081595959106324	0.9454646633277685	0.8212398401888963	0.9063755291623442	0.9851874189490125	0.9441396270375954	632	104	0	nt	0.9	9.379
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panx	0.9855408185495428	0.9834787451271579	0.9903058221458595	0.9998206077459969	0.9951917043844619	0.9975007859865086	1560	1031	19	aa	0.95	719.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	diamond	0.0006935991315976324	0.9990725282878872	0.0018203579945371047	0.7395081269753847	0.7399021751542908	0.7397050985865067	1519	1015	5	aa	0.85	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panta	0.9987472921239987	0.998324958123953	0.9987927778204571	1.0	0.999370762695459	0.9996852823316807	1616	1117	2	aa	0.7	8.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	mmseqs2	0.0006442574381734108	1.0	0.0016895111514656695	0.739920877174518	0.7399816082399793	0.739951241461132	1524	1023	2	aa	0.8	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panta	0.9987472921239987	0.998324958123953	0.9987927778204571	1.0	0.999370762695459	0.9996852823316807	1616	1117	2	aa	0.5	9.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panaroo	0.0006439972460888559	1.0	0.0016889465734370858	0.7399117056463258	0.7399792232563568	0.7399454629111509	1524	1023	2	aa	0.7	32.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	cdhit	0.0007215818817539185	0.9723613429790391	0.001874408880315423	0.7480381849788024	0.742075433181537	0.745044878980155	1590	1044	21	nt	0.95	0.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	cdhit	0.0006927200391325952	0.9994435169727324	0.001818341667961604	0.7394423732981583	0.7398850625270137	0.7396636516751363	1519	1016	5	aa	0.8	0.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	ppanggolin	0.0006965035867870238	0.998330550918197	0.0018275524654856087	0.7398763417483373	0.7399979627588084	0.7399371472559625	1523	1018	6	aa	0.9	5.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	cdhit	0.0006935161190195598	1.0	0.0018399046346288014	0.7359204585865001	0.7389931796848076	0.7374536184008099	1492	991	8	aa	0.5	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panaroo	0.000661087782444664	0.9942496753849007	0.0017300894211705537	0.7417379565215164	0.7404532639628923	0.7410950534871287	1539	1024	9	aa	0.9	33.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	ppanggolin	0.0006806050610565801	1.0	0.0018108798087077317	0.7352031378308386	0.7388050368216138	0.7369996865106259	1489	990	8	aa	0.5	7.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	cdhit	0.0006925442789189325	0.9998145056575775	0.0018179994281576912	0.7394470143697999	0.7398862704561977	0.7396665771991923	1520	1019	3	nt	0.85	14.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	embed_hdbscan_raw	0.922708393339747	0.9935076980152105	0.9466390854474613	0.9727365710066034	0.9980788108110602	0.985244756033188	1234	729	0	aa	0.9	13.465
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	embed_hdbscan_tsne	0.7953735867814896	0.9792246336486737	0.861297973702993	0.9231419065142604	0.9943671191402296	0.9574316948259365	658	112	0	aa	0.9	15.736
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	embed_hdbscan_umap	0.7182948019127138	0.9647560749397144	0.8291497272146776	0.9051722838104093	0.9904724914635107	0.945903218623712	567	38	0	aa	0.9	13.335
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	diamond	0.000692997657314896	1.0	0.0018379621419533137	0.7356753893666504	0.7389289320613346	0.7372985714324775	1487	982	13	aa	0.5	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	mmseqs2	0.000653216990906941	0.9968465961788165	0.0017113587147950043	0.7409581652377147	0.7402510648244489	0.7406044462531048	1533	1025	8	aa	0.9	2.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panaroo	0.0006433036117704239	1.0	0.001687125392037471	0.7397918879031847	0.7399480615767234	0.7398699664985681	1522	1020	3	aa	0.6	35.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panx	0.9999715586232475	1.0	0.9999256547091395	0.9999610889145347	1.0000000000000002	0.9999805440787419	1484	996	3	aa	0.6	732.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panaroo	0.0006326775197563382	1.0	0.0016628945749140585	0.7390727351666138	0.7397608703858662	0.7394166426736841	1516	1014	3	aa	0.5	31.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panx	0.9999717067910374	1.0	0.999926112229523	0.99996138942359	1.0	0.9999806943390936	1494	1002	3	aa	0.7	744.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	diamond	0.0006935991315976324	0.9990725282878872	0.0018203579945371047	0.7395081269753847	0.7399021751542907	0.7397050985865067	1519	1015	5	aa	0.8	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panx	0.9996652813723398	1.0	0.9997461316424084	0.9998673898215759	1.0	0.9999336905141315	1509	1011	3	aa	0.85	796.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panta	0.9979941635241262	0.997394379303927	0.9985610648083345	1.0	0.9992502478251477	0.999624983327791	1521	1015	5	aa	0.9	8.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	mmseqs2	0.0006442574381734108	1.0	0.0016895111514676684	0.739920877174518	0.7399816082399793	0.739951241461132	1524	1023	2	nt	0.8	2.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panx	0.9996652809009706	1.0	0.9997461307114771	0.9998672850095459	1.0	0.9999336381011636	1506	1008	3	aa	0.8	738.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	mmseqs2	0.0006459063256012271	0.9994435169727324	0.0016935715900077547	0.740123422168938	0.7400342673196402	0.7400788420592417	1526	1024	3	aa	0.85	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	ppanggolin	0.0006910511008176312	1.0	0.001814112412369443	0.7392039664035192	0.7398229974008609	0.7395133523577717	1516	1013	5	aa	0.8	5.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	mmseqs2	0.0006436503905297397	0.9996290113151549	0.0016877071347341178	0.7397510309353797	0.7399374339657688	0.739844220709559	1520	1016	4	nt	0.5	5.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	connected_components_t0.1	0.7831663399424995	0.7855685401595252	0.8432248529127067	1.0000000000000002	0.9339908239426702	0.9658689300692948	2296	1597	150	aa	0.9	167.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	connected_components_t0.2	0.9309536668414955	0.9211649044704137	0.9516474513685823	1.0000000000000002	0.9765300425530413	0.9881256763410271	1756	1151	56	aa	0.9	167.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	connected_components_t0.3	0.9743775629511996	0.9695789278427008	0.9830234651470205	1.0	0.9913785330509501	0.995670603651712	1599	1047	29	aa	0.9	167.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	connected_components_t0.4	0.9920819078044266	0.9897978111667595	0.9946204314845309	1.0000000000000002	0.9972205165842605	0.9986083242222582	1548	1027	12	aa	0.9	167.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	connected_components_t0.5	0.9953875198171532	0.9962901131515489	0.9971986627245407	0.9995638838912709	0.9989791978751934	0.9992714553564951	1531	1022	6	aa	0.9	167.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	connected_components_t0.6	0.9971174440136472	0.9988870339454646	0.9984716822620924	0.9994638477858161	0.9997396044269728	0.9996017070883887	1524	1021	2	aa	0.9	167.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	connected_components_t0.7	0.9972868958292505	1.0	0.9985597767202248	0.9992487550130107	1.0	0.9996242363612304	1518	1014	5	aa	0.9	167.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	hdbscan_dist	0.9184244780070553	0.9812650714153218	0.9493246418613	0.9768809593570363	0.9956939935820687	0.986197763717136	1296	782	0	aa	0.9	0.229
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	hdbscan_tsne	0.7851062284840227	0.9723613429790391	0.8640923165811029	0.9267796341382981	0.9929927452131933	0.9587443417865451	760	235	0	aa	0.9	15.052
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	hdbscan_umap	0.0808000279454929	0.9361899462066406	0.6949413167249253	0.8166344821918954	0.9783595551253942	0.8902114793555629	579	79	0	aa	0.9	7.258
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	cdhit	0.0007002078428284062	0.9972175848636616	0.0018363164700420502	0.7402326815903472	0.7400905940597058	0.7401616310059531	1526	1020	5	nt	0.9	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	mmseqs2	0.0006428702462821453	1.0	0.0016859912051799977	0.7397182793069766	0.7399289140678944	0.7398235816950093	1521	1019	3	aa	0.7	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	mmseqs2	0.000649557400663004	0.9981450565757745	0.0017023885638930095	0.7405196439231277	0.7401372182039926	0.7403283816768879	1529	1024	5	nt	0.9	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	mmseqs2	0.0006420904905431294	1.0	0.0016838699758327151	0.7395607148678464	0.7398879179832694	0.7397242802425245	1518	1014	5	aa	0.6	2.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	ppanggolin	0.0006788977275198131	0.9868299016879986	0.0017726308636743303	0.7435724692470499	0.740927712200065	0.7422477347993465	1552	1026	17	aa	0.95	5.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	ppanggolin	0.0007255531797290472	1.0	0.0019127943812971956	0.7381008752260032	0.7395634109690677	0.7388314193164913	1510	1009	5	aa	0.7	6.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	cdhit	0.0006578112952017056	0.9541828974216287	0.0016993364560733088	0.753240710148273	0.7433443766720068	0.7482598231134003	1633	1055	42	aa	0.95	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	ppanggolin	0.0006911388960210968	1.0	0.0018144229836966651	0.7392417130995084	0.7398328260760142	0.7395371514684435	1517	1015	4	aa	0.85	5.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	mmseqs2	0.0006427835875752884	1.0	0.0016856896103023856	0.7396805326109874	0.7399190940775597	0.7397997941121879	1520	1017	4	nt	0.6	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	panaroo	0.0006122210953990319	1.0	0.0014176842797650035	0.7766642469736093	0.7768970444884782	0.776780628288963	1493	995	2	aa	0.85	27.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	panta	1.0	1.0	1.0	1.0	1.0	1.0	1679	1184	2	aa	0.6	8.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	diamond	0.0005949839155577419	1.0	0.001380896991854859	0.7749394386563854	0.7765114540432744	0.775724649923598	1475	974	5	aa	0.6	2.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	diamond	0.0005621980948368842	0.9887336638125281	0.0012959167080659082	0.7805090805168123	0.7777165268907525	0.7791103013845684	1527	1018	12	aa	0.95	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	diamond	0.0005976518615095728	1.0	0.0013872381516220385	0.7754105585814344	0.7766169077556374	0.7760132643371648	1482	984	3	aa	0.7	2.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	panta	1.0	1.0	1.0	1.0	1.0	1.0	1485	990	2	aa	0.8	8.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	mmseqs2	0.0006104240172881743	1.0	0.0014134947756410682	0.7763729567283503	0.7768320183472589	0.7766024196982171	1489	990	2	nt	0.7	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	cdhit	0.000597270425821299	1.0	0.0013864597742147943	0.7753844894802694	0.7766110751471392	0.7759972976111599	1482	984	4	aa	0.7	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	panx	0.9976883872930021	1.0	0.9990925318096509	0.9995904361061221	1.0	0.9997951761088258	1436	955	2	aa	0.5	735.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	ppanggolin	0.0005932080083390323	1.0	0.0013776458567156282	0.7749368944672348	0.7765108842912513	0.775723090949544	1477	978	5	aa	0.6	5.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	panx	0.9948416639071435	0.9970488081725312	0.9970986270621403	0.9996025295665673	0.9990990885029976	0.9993507456303947	1484	985	6	aa	0.9	761.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	panaroo	0.0005630939983226605	0.9894096439837765	0.0012981909606902017	0.780724343158954	0.7777641947957901	0.7792414577669851	1532	1020	15	aa	0.95	28.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	cdhit	0.0006063247138127626	1.0	0.001405051182737867	0.7760568044451336	0.7767613992222092	0.7764089419779334	1487	989	2	nt	0.8	13.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	panta	0.9982111018551917	0.9986369831894594	0.9986861249067173	1.0	0.9994143849709323	0.999707106724114	1491	995	3	aa	0.95	7.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	mmseqs2	0.0006001973309617335	1.0	0.0013910532652701038	0.7751516005066247	0.7765589558741113	0.7758546399756177	1475	974	3	aa	0.5	3.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	cdhit	0.0005952377942967747	1.0	0.0013813983401551651	0.7749515500695712	0.7765141662633255	0.7757320712430431	1475	974	5	aa	0.6	0.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	panaroo	0.0006122210953990319	1.0	0.0014176842797650035	0.7766642469736093	0.7768970444884782	0.776780628288963	1493	995	2	aa	0.8	28.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	cdhit	0.0005316911865297609	0.9963947724200091	0.0012304742722611946	0.7773535218280102	0.7770154034397974	0.7771844258588363	1498	996	5	aa	0.9	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	cdhit	0.0005207129338267299	0.9993240198287517	0.0012072232374966154	0.7763554361443178	0.7767927203500682	0.7765740166891646	1491	993	3	aa	0.85	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	panta	1.0	1.0	1.0	1.0	1.0	1.0	1485	990	2	aa	0.85	8.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	mmseqs2	0.0006118358207251156	1.0	0.001416639949908058	0.7765560121209347	0.7768728871195224	0.7767144173014772	1491	992	2	nt	0.85	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	mmseqs2	0.0005528883517821827	0.9930148715637674	0.0012761740775811576	0.7796181836733777	0.7775190284548629	0.7785671911430082	1522	1022	4	aa	0.95	3.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	diamond	0.0006123495429122165	0.9977467327625056	0.0014186834226043439	0.7769017448557243	0.7769500342613539	0.7769258888081886	1497	999	4	aa	0.9	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	mmseqs2	0.0005333202107567868	0.9972960793150067	0.0012345222552808293	0.7777168376072784	0.7770963526270914	0.7774064713075809	1504	1005	3	nt	0.95	2.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	connected_components_t0.1	0.8306408442588014	0.8357368183866607	0.8490761252125332	1.0	0.9446230871338365	0.9715230610844062	2196	1723	68	nt	0.9	144.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	connected_components_t0.2	0.955087764702456	0.9565119423163587	0.962708869238856	1.0	0.9841908272995962	0.9920324333310624	1674	1166	24	nt	0.9	144.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	connected_components_t0.3	0.9833331731990448	0.98400180261379	0.9861981761325631	0.9998932431756712	0.9940567576553965	0.99696645843524	1559	1053	11	nt	0.9	144.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	connected_components_t0.4	0.9912912956671524	0.9941415051825147	0.9940961473634939	0.999700349593913	0.9976789360317396	0.9986886199443059	1518	1017	4	nt	0.9	144.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	connected_components_t0.5	0.9955311711424119	0.9981973862100045	0.9975588525956571	0.999700349593913	0.9992107440157739	0.999455486843792	1502	1003	2	nt	0.9	144.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	connected_components_t0.6	0.997659929410055	0.9997746732762506	0.9990987965222545	0.999700349593913	0.9998968793269908	0.9997986048025229	1495	996	2	nt	0.9	144.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	connected_components_t0.7	0.9980138475444638	1.0	0.9993296495004513	0.9997003495939129	0.9999999999999999	0.9998501523460012	1494	995	2	nt	0.9	144.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	hdbscan_dist	0.9391371009638163	0.98400180261379	0.9517177081361061	0.983049460894485	0.9947555696382709	0.9888678725741494	1318	716	88	nt	0.9	0.162
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	hdbscan_tsne	0.6371556485957274	0.7649842271293376	0.748221238473002	0.9657603807283014	0.9329017536548392	0.9490467382018042	1507	348	517	nt	0.9	11.635
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	hdbscan_umap	0.7229087510109089	0.9979720594862551	0.8204433810962231	0.9032987021142811	0.9993306419097246	0.9488911486153303	569	26	40	nt	0.9	6.804
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	panx	0.9913670945493668	0.9941256213285133	0.9944919024128055	0.9996048286507702	0.9979455449435535	0.9987744976474769	1507	1005	8	aa	0.95	749.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	diamond	0.0006064526425194588	1.0	0.0014054678632513125	0.776114806073043	0.7767743584280157	0.7764444421860228	1488	990	3	aa	0.85	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	panta	1.0	1.0	1.0	1.0	1.0	1.0	1584	1089	2	aa	0.7	9.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	1274	mmseqs2	0.000612092659197783	1.0	0.0014173060925162476	0.7766187212476587	0.7768868840573284	0.7767527795076486	1492	993	3	aa	0.8	2.0
