simulations	assembly	seed	clusterer	adj_rand_index	purity	adj_mutual_info	adj_rand_index_p	homogeneity	completeness	v_measure	n_clusters	n_singletons	n_pairs	st	c	runtime
True	PROKKA_06122025	1274	diamond	0.9789361487588246	1.0	0.9928595998584223	9.999000099990002e-05	0.9961445076839192	0.9999999999999999	0.9980685304589725	1902	1030	8	aa	0.6	2.0
True	PROKKA_06122025	1274	diamond	0.9571239090579353	0.95250202241997	0.9747001264435066	9.999000099990002e-05	0.9994998816817773	0.9873980053485791	0.9934120882213707	2100	1103	46	aa	0.95	1.0
True	PROKKA_06122025	1274	diamond	0.9857591756840082	1.0	0.9952511555806844	9.999000099990002e-05	0.9974419233440529	0.9999999999999999	0.9987193236378735	1917	1044	5	aa	0.7	2.0
True	PROKKA_06122025	1274	panta	0.33366522213502736	0.9553911938056165	0.8851259470753224	9.999000099990002e-05	0.9552916944313207	0.980115757994179	0.9675445261096913	1895	1017	3	aa	0.8	11.0
True	PROKKA_06122025	1274	mmseqs2	0.9955108026141607	1.0	0.9983835739034042	9.999000099990002e-05	0.9991319689860612	0.9999999999999999	0.9995657960417795	1932	1054	4	nt	0.7	1.0
True	PROKKA_06122025	1274	cdhit	0.9870838699074844	0.9996532994337224	0.9955895002052261	9.999000099990002e-05	0.997718435042414	0.9999071507312906	0.9988115938442487	1920	1045	5	aa	0.7	1.0
True	PROKKA_06122025	1274	panx	0.10884541296866221	0.9589737663238184	0.821082670268171	9.999000099990002e-05	0.9121914698845357	0.9805738871088864	0.9451474078467682	1798	980	2	aa	0.5	1317.0
True	PROKKA_06122025	1274	ppanggolin	0.3802528702602863	0.9564312955044493	0.8866329144123251	9.999000099990002e-05	0.9559377747220696	0.9803030914616295	0.9679671286476073	1870	999	6	aa	0.6	7.0
True	PROKKA_06122025	1274	panx	0.2983821797268722	0.9528487229862476	0.8777055915419866	9.999000099990002e-05	0.9516297928502296	0.9792761585525643	0.9652550578442398	1895	1016	6	aa	0.9	960.0
True	PROKKA_06122025	1274	panaroo	0.358583598279439	0.9100889864786779	0.8658712065710072	9.999000099990002e-05	0.9593866205068752	0.9676517140886184	0.9635014427484504	2090	1064	75	aa	0.95	36.0
True	PROKKA_06122025	1274	cdhit	0.9912018114472643	0.9998844331445741	0.9971340644959561	9.999000099990002e-05	0.9985101382482791	0.9999491535530535	0.9992291278102914	1928	1052	4	nt	0.8	32.0
True	PROKKA_06122025	1274	panta	0.3222734650927879	0.9326245232867214	0.8724856365278774	9.999000099990002e-05	0.9552916944313206	0.9738616536835443	0.9644872971846798	1979	1038	29	aa	0.95	11.0
True	PROKKA_06122025	1274	mmseqs2	0.988489866632738	1.0	0.9954067665671411	9.999000099990002e-05	0.9975261039921771	0.9999999999999998	0.9987615200607999	1911	1036	5	aa	0.5	3.0
True	PROKKA_06122025	1274	cdhit	0.9786677699552438	0.9994221657228707	0.9926535452294146	9.999000099990002e-05	0.9962046693912366	0.9998296364074938	0.9980138612761124	1906	1033	8	aa	0.6	1.0
True	PROKKA_06122025	1274	panaroo	0.3826731613353495	0.9552756269501906	0.8912675623309554	9.999000099990002e-05	0.9592130470698257	0.9800642203555214	0.9695265374604529	1905	1022	3	aa	0.8	34.0
True	PROKKA_06122025	1274	cdhit	0.9922178939179325	0.994915058361262	0.9956451883223502	9.999000099990002e-05	0.9991045383134659	0.9985637669687015	0.9988340794473392	1950	1061	8	aa	0.9	1.0
True	PROKKA_06122025	1274	cdhit	0.9915481845291745	0.9988443314457414	0.9968519787480853	9.999000099990002e-05	0.9987202269547066	0.9995889169433162	0.9991543831338078	1936	1057	7	aa	0.85	1.0
True	PROKKA_06122025	1274	panta	0.33366522213502736	0.9553911938056165	0.8851259470753224	9.999000099990002e-05	0.9552916944313207	0.980115757994179	0.9675445261096913	1895	1017	3	aa	0.85	11.0
True	PROKKA_06122025	1274	mmseqs2	0.9992754718469218	0.9997688662891483	0.9994822612581055	9.999000099990002e-05	0.9997994513771703	0.999922890585254	0.9998611671713736	1938	1057	4	nt	0.85	1.0
True	PROKKA_06122025	1274	mmseqs2	0.9688172059622919	0.9667167456373512	0.9806112230070922	9.999000099990002e-05	0.9999595362960692	0.9899418381414529	0.994925471326756	2086	1128	39	aa	0.95	2.0
True	PROKKA_06122025	1274	diamond	0.9864292712912726	0.9902923841442275	0.9930551746935955	9.999000099990002e-05	0.9989472464905458	0.9973446890357132	0.9981453245229425	1971	1079	6	aa	0.9	1.0
True	PROKKA_06122025	1274	mmseqs2	0.9819886863250604	0.9813937362764359	0.9890571845513142	9.999000099990002e-05	0.9999098517439152	0.9943162683675671	0.9971052153648426	2017	1089	26	nt	0.95	1.0
True	PROKKA_06122025	1274	hdbscan_dist	0.02344964662992555	0.9824338379752687	0.6934896297094478	9.999000099990002e-05	0.7988513143565864	0.9943470286148038	0.8859426330042907	1545	856	0	nt	0.9	1968.0
True	PROKKA_06122025	1274	hdbscan_tsne	0.7249005139089156	0.8015717092337917	0.8358795765170246	9.999000099990002e-05	0.9686064154682217	0.9480517808388972	0.9582188821000244	1919	557	0	nt	0.9	1968.0
True	PROKKA_06122025	1274	hdbscan_umap	0.7524602853394572	0.9800069340113255	0.8761880651726565	9.999000099990002e-05	0.9305471081363659	0.9948171424617694	0.9616094354662463	883	19	0	nt	0.9	1968.0
True	PROKKA_06122025	1274	panx	0.3637376438116422	0.9364382295157748	0.8787683563251214	9.999000099990002e-05	0.9581565905790753	0.9747136354198452	0.966364198840255	1981	1053	28	aa	0.95	996.0
True	PROKKA_06122025	1274	diamond	0.9925448450988766	0.9981509303131861	0.9969666835022228	9.999000099990002e-05	0.9988352495033838	0.9995360215502859	0.999185512656408	1934	1053	4	aa	0.85	2.0
True	PROKKA_06122025	1274	panta	0.3337752584830512	0.9555067606610425	0.8850030038782329	9.999000099990002e-05	0.9552916944313206	0.9800539441140824	0.967514405964727	1991	1117	2	aa	0.7	13.0
True	PROKKA_06122025	1274	mmseqs2	0.9976032412466196	0.9993065988674448	0.9989296838325669	9.999000099990002e-05	0.9996394630212333	0.9997865025630015	0.9997129773854089	1940	1059	4	aa	0.8	2.0
True	PROKKA_06122025	1274	panta	0.33386326531774385	0.95585346122732	0.8851017785142933	9.999000099990002e-05	0.9552692746339931	0.9801211180139678	0.9675356383036118	1989	1115	3	aa	0.5	13.0
True	PROKKA_06122025	1274	panaroo	0.3829875761884053	0.9564312955044493	0.8914711937056128	9.999000099990002e-05	0.9589620206212739	0.9803639891926517	0.9695449112351375	1899	1020	3	aa	0.7	38.0
True	PROKKA_06122025	1274	cdhit	0.9850594436578156	0.9861319773488963	0.9905980610717907	9.999000099990002e-05	0.9994836827877306	0.9955303386533744	0.9975030937230586	2003	1087	29	nt	0.95	1.0
True	PROKKA_06122025	1274	cdhit	0.9890743348364881	0.999191032012019	0.9963046345231429	9.999000099990002e-05	0.9982446965195721	0.9997681367439363	0.9990058358371571	1929	1053	4	aa	0.8	1.0
True	PROKKA_06122025	1274	ppanggolin	0.38120818053835426	0.9542355252513579	0.8891366881811924	9.999000099990002e-05	0.9582261998439264	0.9797708462617225	0.9688787675067053	1900	1018	4	aa	0.9	5.0
True	PROKKA_06122025	1274	cdhit	0.9686939675622575	0.9994221657228707	0.9890636857067012	9.999000099990002e-05	0.9943304324264143	0.9997462380757552	0.9970309807317562	1889	1023	7	aa	0.5	3.0
True	PROKKA_06122025	1274	panaroo	0.3794446106454075	0.9493817173234717	0.8881874701107988	9.999000099990002e-05	0.9593763109363955	0.9784003063726358	0.9687949252378912	1930	1028	11	aa	0.9	33.0
True	PROKKA_06122025	1274	ppanggolin	0.3781511807618815	0.9564312955044493	0.8829646181471132	9.999000099990002e-05	0.9536231401732033	0.98025622703279	0.9667562902311818	1849	987	5	aa	0.5	7.0
True	PROKKA_06122025	1274	cdhit	0.9922539879209537	0.999191032012019	0.9972885639955641	9.999000099990002e-05	0.9987787427703269	0.9997646578668177	0.9992714571343169	1934	1057	4	nt	0.85	30.0
True	PROKKA_06122025	1274	diamond	0.9642294713175379	0.9996532994337224	0.9881450970890674	9.999000099990002e-05	0.9936636320316886	0.9999067718803564	0.9967754263305684	1882	1016	9	aa	0.5	2.0
True	PROKKA_06122025	1274	mmseqs2	0.9945465645667371	0.9944527909395585	0.9966192143380945	9.999000099990002e-05	0.9998563704391294	0.9983386538386264	0.9990969357527766	1960	1065	11	aa	0.9	1.0
True	PROKKA_06122025	1274	panaroo	0.3829532167424495	0.9564312955044493	0.8912866368513037	9.999000099990002e-05	0.9588471342924878	0.9803616826655173	0.9694850619218789	1896	1016	4	aa	0.6	40.0
True	PROKKA_06122025	1274	panx	0.1774434839017829	0.9575869640587079	0.8517913300228962	9.999000099990002e-05	0.9333491239610356	0.9803596250290789	0.9562769649984881	1839	995	2	aa	0.6	1417.0
True	PROKKA_06122025	1274	panaroo	0.3824728282272792	0.9564312955044493	0.8901856208518708	9.999000099990002e-05	0.9581612450418007	0.9803479010575248	0.9691276075137636	1887	1009	3	aa	0.5	41.0
True	PROKKA_06122025	1274	panx	0.2324527616209223	0.9570091297815786	0.8668561227475321	9.999000099990002e-05	0.9432875063324898	0.9803400677614029	0.9614569372266037	1863	1006	3	aa	0.7	988.0
True	PROKKA_06122025	1274	diamond	0.9894242216979108	0.9994221657228707	0.9965628172737637	9.999000099990002e-05	0.998321796415259	0.9998299976337539	0.999075327830784	1929	1053	4	aa	0.8	2.0
True	PROKKA_06122025	1274	panx	0.27552132980516547	0.9550444932393389	0.8747846192788307	9.999000099990002e-05	0.9490230991415449	0.9798577240261753	0.96419395413549	1882	1012	5	aa	0.85	919.0
True	PROKKA_06122025	1274	panta	0.33211316483240266	0.95250202241997	0.8836161849250221	9.999000099990002e-05	0.9552916944313206	0.9793570340866558	0.967174688360674	1903	1017	4	aa	0.9	11.0
True	PROKKA_06122025	1274	mmseqs2	0.9996297213215753	1.0	0.9996822884431897	9.999000099990002e-05	0.9998296055106214	0.9999999999999999	0.9999147954961217	1937	1056	4	nt	0.8	1.0
True	PROKKA_06122025	1274	panx	0.2625131670849835	0.9560845949381718	0.8729376676635164	9.999000099990002e-05	0.9474722300013313	0.9801458392732536	0.9635321217052466	1875	1010	3	aa	0.8	915.0
True	PROKKA_06122025	1274	mmseqs2	0.9985333342661176	0.9986131977348897	0.9990076404179175	9.999000099990002e-05	0.9998520253079489	0.9996162452868353	0.9997341213956416	1943	1059	4	aa	0.85	1.0
True	PROKKA_06122025	1274	ppanggolin	0.38151356391527746	0.95585346122732	0.8890677799653035	9.999000099990002e-05	0.9576384303980681	0.980196888636224	0.968786357328285	1890	1015	3	aa	0.8	7.0
True	PROKKA_06122025	1274	mmseqs2	0.9943151634891289	1.0	0.9979632145865673	9.999000099990002e-05	0.9989057783403951	0.9999999999999999	0.999452589676081	1930	1053	4	nt	0.5	4.0
True	PROKKA_06122025	1274	hdbscan_dist	0.9555030810991789	0.9857852767826187	0.9721263972226163	9.999000099990002e-05	0.9882079728456676	0.9965861649578731	0.9923793859336146	1786	914	0	aa	0.9	1939.0
True	PROKKA_06122025	1274	hdbscan_tsne	0.8474053307097512	0.973766323818329	0.905670387529889	9.999000099990002e-05	0.9517991603227902	0.9934250619679392	0.9721667342916539	1135	239	0	aa	0.9	1939.0
True	PROKKA_06122025	1274	hdbscan_umap	0.19733176731453825	0.9675257136253322	0.8052000186941002	9.999000099990002e-05	0.8851667789668215	0.9901922587902235	0.9347386549719161	871	86	0	aa	0.9	1939.0
True	PROKKA_06122025	1274	cdhit	0.9922614606978627	0.9987287645903155	0.9972563687135972	9.999000099990002e-05	0.9989589077749079	0.9995681952003012	0.9992634586114144	1939	1059	6	nt	0.9	2.0
True	PROKKA_06122025	1274	mmseqs2	0.9964673452116654	0.9996532994337224	0.9985671591404524	9.999000099990002e-05	0.9993236036768692	0.9999072998570766	0.9996153665588986	1934	1054	4	aa	0.7	2.0
True	PROKKA_06122025	1274	mmseqs2	0.9984041912009425	0.9987287645903155	0.9988929643930023	9.999000099990002e-05	0.9998520253079489	0.9995548981638172	0.9997034396582012	1945	1062	5	nt	0.9	2.0
True	PROKKA_06122025	1274	mmseqs2	0.9949974311952638	0.9996532994337224	0.9979555332234313	9.999000099990002e-05	0.9989946628599475	0.9999072693363598	0.9994507577711298	1929	1048	6	aa	0.6	2.0
True	PROKKA_06122025	1274	ppanggolin	0.37557932279858863	0.9422165722870681	0.8832685882482484	9.999000099990002e-05	0.9588016736593219	0.9764142892605757	0.9675278342737275	1957	1042	19	aa	0.95	5.0
True	PROKKA_06122025	1274	ppanggolin	0.3810597694982906	0.9564312955044493	0.8880511240000526	9.999000099990002e-05	0.9568276041053823	0.9803210486956487	0.9684318639369565	1880	1009	3	aa	0.7	7.0
True	PROKKA_06122025	1274	cdhit	0.9730179236851377	0.9715705535652375	0.9824635670604394	9.999000099990002e-05	0.9996731052365612	0.9911506855573556	0.9953936537932755	2075	1126	47	aa	0.95	1.0
True	PROKKA_06122025	1274	ppanggolin	0.3817263088893872	0.95585346122732	0.8893909858624418	9.999000099990002e-05	0.9578402085740151	0.9802009777546535	0.9688915959062065	1891	1015	3	aa	0.85	7.0
True	PROKKA_06122025	1274	mmseqs2	0.9955108026141607	1.0	0.9983835739034042	9.999000099990002e-05	0.9991319689860612	0.9999999999999999	0.9995657960417795	1932	1054	4	nt	0.6	1.0
True	PROKKA_06122025	1681	panaroo	0.3125725886057751	0.9479762305191165	0.8736057543077995	9.999000099990002e-05	0.9510253019233762	0.9765041084367787	0.963596310970926	1898	1006	3	aa	0.85	31.0
True	PROKKA_06122025	1681	panta	0.2705050468682563	0.9483125910976566	0.866782645206943	9.999000099990002e-05	0.9465454854468569	0.9765088082698411	0.9612937159257102	1983	1100	2	aa	0.6	14.0
True	PROKKA_06122025	1681	diamond	0.981500332930505	0.9995515192286131	0.9932146278089079	9.999000099990002e-05	0.9964830899438394	0.9997862315458216	0.9981319279611511	1908	1028	5	aa	0.6	2.0
