method_i,method_j,metric,value
CD-HIT (NT),Connected components t=0.6* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
CD-HIT (NT),Connected components t=0.7* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
MMseqs2 (AA),CD-HIT (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
MMseqs2 (AA),CD-HIT (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
MMseqs2 (AA),MMseqs2 (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",1.0
MMseqs2 (AA),MMseqs2 (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
MMseqs2 (AA),Diamond (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
MMseqs2 (AA),Panaroo,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9891281889825756
MMseqs2 (AA),Ppanggolin,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
MMseqs2 (AA),Panta,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9955914913806738
MMseqs2 (AA),PanX,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9998671266381564
MMseqs2 (AA),Sketch - UMAP* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
MMseqs2 (AA),Sketch - UMAP* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
MMseqs2 (AA),Connected components t=0.6* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
MMseqs2 (AA),Connected components t=0.7* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
MMseqs2 (AA),Connected components t=0.6* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
MMseqs2 (AA),Connected components t=0.7* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
MMseqs2 (NT),CD-HIT (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
MMseqs2 (NT),CD-HIT (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
MMseqs2 (NT),MMseqs2 (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
MMseqs2 (NT),MMseqs2 (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",1.0
MMseqs2 (NT),Diamond (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
MMseqs2 (NT),Panaroo,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9891281889825756
MMseqs2 (NT),Ppanggolin,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
MMseqs2 (NT),Panta,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9955914913806738
MMseqs2 (NT),PanX,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9998671266381564
MMseqs2 (NT),Sketch - UMAP* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
MMseqs2 (NT),Sketch - UMAP* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
MMseqs2 (NT),Connected components t=0.6* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
MMseqs2 (NT),Connected components t=0.7* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
MMseqs2 (NT),Connected components t=0.6* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
MMseqs2 (NT),Connected components t=0.7* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Diamond (AA),CD-HIT (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Diamond (AA),CD-HIT (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Diamond (AA),MMseqs2 (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Diamond (AA),MMseqs2 (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Diamond (AA),Diamond (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",1.0
Diamond (AA),Panaroo,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9891281889825756
Diamond (AA),Ppanggolin,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Diamond (AA),Panta,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9955914913806738
Diamond (AA),PanX,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9998671266381564
Diamond (AA),Sketch - UMAP* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Diamond (AA),Sketch - UMAP* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Diamond (AA),Connected components t=0.6* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Diamond (AA),Connected components t=0.7* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Diamond (AA),Connected components t=0.6* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Diamond (AA),Connected components t=0.7* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Panaroo,CD-HIT (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9891281889825756
Panaroo,CD-HIT (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9891281889825756
Panaroo,MMseqs2 (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9891281889825756
Panaroo,MMseqs2 (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9891281889825756
Panaroo,Diamond (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9891281889825756
Panaroo,Panaroo,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",1.0
Panaroo,Ppanggolin,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9891281889825756
Panaroo,Panta,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9851341874178924
Panaroo,PanX,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9890237482595925
Panaroo,Sketch - UMAP* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9891281889825756
Panaroo,Sketch - UMAP* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9891281889825756
Panaroo,Connected components t=0.6* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9891281889825756
Panaroo,Connected components t=0.7* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9891281889825756
Panaroo,Connected components t=0.6* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9891281889825756
Panaroo,Connected components t=0.7* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9891281889825756
Ppanggolin,CD-HIT (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Ppanggolin,CD-HIT (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Ppanggolin,MMseqs2 (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Ppanggolin,MMseqs2 (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Ppanggolin,Diamond (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Ppanggolin,Panaroo,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9891281889825756
Ppanggolin,Ppanggolin,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",1.0
Ppanggolin,Panta,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9955914913806738
Ppanggolin,PanX,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9998671266381564
Ppanggolin,Sketch - UMAP* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Ppanggolin,Sketch - UMAP* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Ppanggolin,Connected components t=0.6* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Ppanggolin,Connected components t=0.7* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Ppanggolin,Connected components t=0.6* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Ppanggolin,Connected components t=0.7* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Panta,CD-HIT (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9955914913806738
Panta,CD-HIT (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9955914913806738
Panta,MMseqs2 (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9955914913806738
Panta,MMseqs2 (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9955914913806738
Panta,Diamond (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9955914913806738
Panta,Panaroo,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9851341874178924
Panta,Ppanggolin,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9955914913806738
Panta,Panta,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",1.0
Panta,PanX,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9954624091740397
Panta,Sketch - UMAP* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9955914913806738
Panta,Sketch - UMAP* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9955914913806738
Panta,Connected components t=0.6* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9955914913806738
Panta,Connected components t=0.7* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9955914913806738
Panta,Connected components t=0.6* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9955914913806738
Panta,Connected components t=0.7* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9955914913806738
PanX,CD-HIT (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9998671266381564
PanX,CD-HIT (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9998671266381564
PanX,MMseqs2 (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9998671266381564
PanX,MMseqs2 (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9998671266381564
PanX,Diamond (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9998671266381564
PanX,Panaroo,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9890237482595925
PanX,Ppanggolin,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9998671266381564
PanX,Panta,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9954624091740397
PanX,PanX,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",1.0
PanX,Sketch - UMAP* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9998671266381564
PanX,Sketch - UMAP* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9998671266381564
PanX,Connected components t=0.6* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9998671266381564
PanX,Connected components t=0.7* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9998671266381564
PanX,Connected components t=0.6* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9998671266381564
PanX,Connected components t=0.7* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9998671266381564
Sketch - UMAP* (AA) *,CD-HIT (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Sketch - UMAP* (AA) *,CD-HIT (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Sketch - UMAP* (AA) *,MMseqs2 (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Sketch - UMAP* (AA) *,MMseqs2 (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Sketch - UMAP* (AA) *,Diamond (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Sketch - UMAP* (AA) *,Panaroo,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9891281889825756
Sketch - UMAP* (AA) *,Ppanggolin,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Sketch - UMAP* (AA) *,Panta,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9955914913806738
Sketch - UMAP* (AA) *,PanX,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9998671266381564
Sketch - UMAP* (AA) *,Sketch - UMAP* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",1.0
Sketch - UMAP* (AA) *,Sketch - UMAP* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Sketch - UMAP* (AA) *,Connected components t=0.6* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Sketch - UMAP* (AA) *,Connected components t=0.7* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Sketch - UMAP* (AA) *,Connected components t=0.6* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Sketch - UMAP* (AA) *,Connected components t=0.7* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Sketch - UMAP* (NT) *,CD-HIT (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Sketch - UMAP* (NT) *,CD-HIT (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Sketch - UMAP* (NT) *,MMseqs2 (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Sketch - UMAP* (NT) *,MMseqs2 (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Sketch - UMAP* (NT) *,Diamond (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Sketch - UMAP* (NT) *,Panaroo,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9891281889825756
Sketch - UMAP* (NT) *,Ppanggolin,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Sketch - UMAP* (NT) *,Panta,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9955914913806738
Sketch - UMAP* (NT) *,PanX,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9998671266381564
Sketch - UMAP* (NT) *,Sketch - UMAP* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Sketch - UMAP* (NT) *,Sketch - UMAP* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",1.0
Sketch - UMAP* (NT) *,Connected components t=0.6* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Sketch - UMAP* (NT) *,Connected components t=0.7* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Sketch - UMAP* (NT) *,Connected components t=0.6* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Sketch - UMAP* (NT) *,Connected components t=0.7* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.6* (AA) *,CD-HIT (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.6* (AA) *,CD-HIT (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.6* (AA) *,MMseqs2 (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.6* (AA) *,MMseqs2 (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.6* (AA) *,Diamond (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.6* (AA) *,Panaroo,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9891281889825756
Connected components t=0.6* (AA) *,Ppanggolin,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.6* (AA) *,Panta,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9955914913806738
Connected components t=0.6* (AA) *,PanX,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9998671266381564
Connected components t=0.6* (AA) *,Sketch - UMAP* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.6* (AA) *,Sketch - UMAP* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.6* (AA) *,Connected components t=0.6* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",1.0
Connected components t=0.6* (AA) *,Connected components t=0.7* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.6* (AA) *,Connected components t=0.6* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.6* (AA) *,Connected components t=0.7* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.7* (AA) *,CD-HIT (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.7* (AA) *,CD-HIT (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.7* (AA) *,MMseqs2 (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.7* (AA) *,MMseqs2 (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.7* (AA) *,Diamond (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
